Features,KMeans Silhouette,Agglomerative Silhouette,GMM Silhouette,KMeans Davies-Bouldin,Agglomerative Davies-Bouldin,GMM Davies-Bouldin,KMeans Calinski-Harabasz,Agglomerative Calinski-Harabasz,GMM Calinski-Harabasz
"['TransactionAmount', 'CustomerAge', 'TransactionDuration', 'TransactionType', 'Location']",0.3696385938591727,0.31129192404822115,0.41921163264444083,1.110923440354144,1.1641691224108404,1.263898686785077,1182.3199484334186,949.3937843732823,839.9167713724701
"['TransactionAmount', 'CustomerAge', 'TransactionDuration', 'TransactionType', 'Channel']",0.3696385938591727,0.31129192404822115,0.41921163264444083,1.110923440354144,1.1641691224108404,1.263898686785077,1182.3199484334186,949.3937843732823,839.9167713724701
"['TransactionAmount', 'CustomerAge', 'TransactionDuration', 'TransactionType', 'CustomerOccupation']",0.3696385938591727,0.31129192404822115,0.41921163264444083,1.110923440354144,1.1641691224108404,1.263898686785077,1182.3199484334186,949.3937843732823,839.9167713724701
"['TransactionAmount', 'CustomerAge', 'TransactionDuration', 'Location', 'Channel']",0.3696385938591727,0.31129192404822115,0.41921163264444083,1.110923440354144,1.1641691224108404,1.263898686785077,1182.3199484334186,949.3937843732823,839.9167713724701
"['TransactionAmount', 'CustomerAge', 'TransactionDuration', 'Location', 'CustomerOccupation']",0.3696385938591727,0.31129192404822115,0.41921163264444083,1.110923440354144,1.1641691224108404,1.263898686785077,1182.3199484334186,949.3937843732823,839.9167713724701
"['TransactionAmount', 'CustomerAge', 'TransactionDuration', 'Channel', 'CustomerOccupation']",0.3696385938591727,0.31129192404822115,0.41921163264444083,1.110923440354144,1.1641691224108404,1.263898686785077,1182.3199484334186,949.3937843732823,839.9167713724701
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'AccountBalance', 'TransactionHour']",0.3988157218529297,0.3972374620672182,0.39078450108733087,1.006525150844905,0.9346382093722418,0.9269176471088871,1738.9499463352665,1440.2008679442222,1391.3784127688866
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'AccountBalance', 'TimeSinceLastTransaction']",0.3950464414252439,0.3801139768343371,0.38624898192762835,1.0121358818989195,0.9087779149840817,0.920989009398879,1732.8898601847181,1385.8749115248838,1407.9053203254275
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'AccountBalance', 'TransactionAmountRelativeToBalance']",0.4518581823193336,0.4573045618298399,0.46200231593555013,1.0016278594131762,0.9756272784470701,1.00377196218573,1581.8471804159612,1511.8321130327975,1508.0591556437473
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'AccountBalance', 'IsNewDevice']",0.4702430991698031,0.3957912729256126,0.4486477759825944,0.8159082736209698,0.9254091808703879,0.764751562694885,1756.5889156710464,1420.1808190712586,1449.0172385300364
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'AccountBalance', 'FailedLoginFlag']",0.509150248739228,0.7914005235611875,0.7914005235611875,0.8637589286035281,0.4218522450698033,0.4218522450698033,1064.2844325322128,3278.4112566279364,3278.4112566279364
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'AccountBalance', 'TransactionType']",0.509150248739228,0.7914005235611875,0.7914005235611875,0.8637589286035281,0.4218522450698033,0.4218522450698033,1064.2844325322128,3278.4112566279364,3278.4112566279364
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'AccountBalance', 'Location']",0.509150248739228,0.7914005235611875,0.7914005235611875,0.8637589286035281,0.4218522450698033,0.4218522450698033,1064.2844325322128,3278.4112566279364,3278.4112566279364
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'AccountBalance', 'Channel']",0.509150248739228,0.7914005235611875,0.7914005235611875,0.8637589286035281,0.4218522450698033,0.4218522450698033,1064.2844325322128,3278.4112566279364,3278.4112566279364
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'AccountBalance', 'CustomerOccupation']",0.509150248739228,0.7914005235611875,0.7914005235611875,0.8637589286035281,0.4218522450698033,0.4218522450698033,1064.2844325322128,3278.4112566279364,3278.4112566279364
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionHour', 'TimeSinceLastTransaction']",0.32983098216415185,0.3331113082566898,0.2910537648978437,1.1946782257351465,1.1715406676621531,1.3302641667237372,1221.7646797748603,1114.890453761358,923.4616630960306
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionHour', 'TransactionAmountRelativeToBalance']",0.5177262013695944,0.5289660032259924,0.5128705121185665,0.865720447203669,0.8251865105975302,0.8485591852835692,1290.6726921231277,1271.201462795939,1275.3898727930575
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionHour', 'IsNewDevice']",0.3668706141224482,0.403309443513182,0.6932627864154994,1.0791071925739517,0.9149896610862625,1.3496300332962432,1053.8096298647154,878.3098759163358,155.96487983955873
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionHour', 'FailedLoginFlag']",0.8195698537495433,0.8195698537495433,0.8195698537495433,0.3591489066698236,0.3591489066698236,0.3591489066698236,4143.340940188671,4143.340940188671,4143.340940188671
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionHour', 'TransactionType']",0.8195698537495433,0.8195698537495433,0.8195698537495433,0.3591489066698236,0.3591489066698236,0.3591489066698236,4143.340940188671,4143.340940188671,4143.340940188671
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionHour', 'Location']",0.8195698537495433,0.8195698537495433,0.8195698537495433,0.3591489066698236,0.3591489066698236,0.3591489066698236,4143.340940188671,4143.340940188671,4143.340940188671
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionHour', 'Channel']",0.8195698537495433,0.8195698537495433,0.8195698537495433,0.3591489066698236,0.3591489066698236,0.3591489066698236,4143.340940188671,4143.340940188671,4143.340940188671
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionHour', 'CustomerOccupation']",0.8195698537495433,0.8195698537495433,0.8195698537495433,0.3591489066698236,0.3591489066698236,0.3591489066698236,4143.340940188671,4143.340940188671,4143.340940188671
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TimeSinceLastTransaction', 'TransactionAmountRelativeToBalance']",0.5083018268045032,0.5409558284396339,0.5141756593162732,0.9067488085402388,0.8107617609306884,0.8944397263022403,1287.9864977972352,1068.756925279413,1285.060438684158
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TimeSinceLastTransaction', 'IsNewDevice']",0.3464695460330234,0.25377894895464564,0.5331312913465885,1.127230366475625,1.4788259869993103,1.171501516393867,1198.2443813169505,708.4906597360475,127.81919601320824
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TimeSinceLastTransaction', 'FailedLoginFlag']",0.441891313209446,0.8191694545845046,0.8191694545845046,1.1309350331142833,0.36482224045904266,0.36482224045904266,738.870282860607,4156.170336230733,4156.170336230733
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TimeSinceLastTransaction', 'TransactionType']",0.441891313209446,0.8191694545845046,0.8191694545845046,1.1309350331142833,0.36482224045904266,0.36482224045904266,738.870282860607,4156.170336230733,4156.170336230733
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TimeSinceLastTransaction', 'Location']",0.441891313209446,0.8191694545845046,0.8191694545845046,1.1309350331142833,0.36482224045904266,0.36482224045904266,738.870282860607,4156.170336230733,4156.170336230733
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TimeSinceLastTransaction', 'Channel']",0.441891313209446,0.8191694545845046,0.8191694545845046,1.1309350331142833,0.36482224045904266,0.36482224045904266,738.870282860607,4156.170336230733,4156.170336230733
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TimeSinceLastTransaction', 'CustomerOccupation']",0.441891313209446,0.8191694545845046,0.8191694545845046,1.1309350331142833,0.36482224045904266,0.36482224045904266,738.870282860607,4156.170336230733,4156.170336230733
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionAmountRelativeToBalance', 'IsNewDevice']",0.704120949366946,0.6604573965603028,0.6804252321155106,0.5774309622859571,0.5902877384017712,0.9372801913658184,605.4470912110038,1267.9528405115564,432.1069470516041
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionAmountRelativeToBalance', 'FailedLoginFlag']",0.8194910229456308,0.8194910229456308,0.8194910229456308,0.3636595065744471,0.3636595065744471,0.3636595065744471,2973.0755278961924,2973.0755278961924,2973.0755278961924
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionAmountRelativeToBalance', 'TransactionType']",0.8194910229456308,0.8194910229456308,0.8194910229456308,0.3636595065744471,0.3636595065744471,0.3636595065744471,2973.0755278961924,2973.0755278961924,2973.0755278961924
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionAmountRelativeToBalance', 'Location']",0.8194910229456308,0.8194910229456308,0.8194910229456308,0.3636595065744471,0.3636595065744471,0.3636595065744471,2973.0755278961924,2973.0755278961924,2973.0755278961924
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionAmountRelativeToBalance', 'Channel']",0.8194910229456308,0.8194910229456308,0.8194910229456308,0.3636595065744471,0.3636595065744471,0.3636595065744471,2973.0755278961924,2973.0755278961924,2973.0755278961924
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionAmountRelativeToBalance', 'CustomerOccupation']",0.8194910229456308,0.8194910229456308,0.8194910229456308,0.3636595065744471,0.3636595065744471,0.3636595065744471,2973.0755278961924,2973.0755278961924,2973.0755278961924
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'IsNewDevice', 'FailedLoginFlag']",0.840733259900713,0.840733259900713,0.8442142045463866,0.3362087070150606,0.3362087070150606,0.3733465883769908,4105.830484403704,4105.830484403704,4015.319851664112
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'IsNewDevice', 'TransactionType']",0.840733259900713,0.840733259900713,0.8442142045463866,0.3362087070150606,0.3362087070150606,0.3733465883769908,4105.830484403704,4105.830484403704,4015.319851664112
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'IsNewDevice', 'Location']",0.840733259900713,0.840733259900713,0.8442142045463866,0.3362087070150606,0.3362087070150606,0.3733465883769908,4105.830484403704,4105.830484403704,4015.319851664112
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'IsNewDevice', 'Channel']",0.840733259900713,0.840733259900713,0.8442142045463866,0.3362087070150606,0.3362087070150606,0.3733465883769908,4105.830484403704,4105.830484403704,4015.319851664112
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'IsNewDevice', 'CustomerOccupation']",0.840733259900713,0.840733259900713,0.8442142045463866,0.3362087070150606,0.3362087070150606,0.3733465883769908,4105.830484403704,4105.830484403704,4015.319851664112
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'FailedLoginFlag', 'TransactionType']",0.840733259900713,0.840733259900713,0.8442142045463866,0.3362087070150606,0.3362087070150606,0.3733465883769908,4105.830484403704,4105.830484403704,4015.319851664112
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'FailedLoginFlag', 'Location']",0.840733259900713,0.840733259900713,0.8442142045463866,0.3362087070150606,0.3362087070150606,0.3733465883769908,4105.830484403704,4105.830484403704,4015.319851664112
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'FailedLoginFlag', 'Channel']",0.840733259900713,0.840733259900713,0.8442142045463866,0.3362087070150606,0.3362087070150606,0.3733465883769908,4105.830484403704,4105.830484403704,4015.319851664112
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'FailedLoginFlag', 'CustomerOccupation']",0.840733259900713,0.840733259900713,0.8442142045463866,0.3362087070150606,0.3362087070150606,0.3733465883769908,4105.830484403704,4105.830484403704,4015.319851664112
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionType', 'Location']",0.840733259900713,0.840733259900713,0.8442142045463866,0.3362087070150606,0.3362087070150606,0.3733465883769908,4105.830484403704,4105.830484403704,4015.319851664112
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionType', 'Channel']",0.840733259900713,0.840733259900713,0.8442142045463866,0.3362087070150606,0.3362087070150606,0.3733465883769908,4105.830484403704,4105.830484403704,4015.319851664112
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'TransactionType', 'CustomerOccupation']",0.840733259900713,0.840733259900713,0.8442142045463866,0.3362087070150606,0.3362087070150606,0.3733465883769908,4105.830484403704,4105.830484403704,4015.319851664112
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'Location', 'Channel']",0.840733259900713,0.840733259900713,0.8442142045463866,0.3362087070150606,0.3362087070150606,0.3733465883769908,4105.830484403704,4105.830484403704,4015.319851664112
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'Location', 'CustomerOccupation']",0.840733259900713,0.840733259900713,0.8442142045463866,0.3362087070150606,0.3362087070150606,0.3733465883769908,4105.830484403704,4105.830484403704,4015.319851664112
"['TransactionAmount', 'CustomerAge', 'LoginAttempts', 'Channel', 'CustomerOccupation']",0.840733259900713,0.840733259900713,0.8442142045463866,0.3362087070150606,0.3362087070150606,0.3733465883769908,4105.830484403704,4105.830484403704,4015.319851664112
"['TransactionAmount', 'CustomerAge', 'AccountBalance', 'TransactionHour', 'TimeSinceLastTransaction']",0.3900275476094087,0.36963655953603664,0.37939632812506574,1.0296167551763156,1.0077054732649122,0.9527516606612498,1751.1708204906608,1502.9239294303816,1426.307455552205
"['TransactionAmount', 'CustomerAge', 'AccountBalance', 'TransactionHour', 'TransactionAmountRelativeToBalance']",0.4476457692348305,0.4499618078281703,0.45342899511548007,1.0015590748261578,0.9958647933346005,1.1725200656457984,1571.9573509723011,1489.259532944448,1123.8845739120486
"['TransactionAmount', 'CustomerAge', 'AccountBalance', 'TransactionHour', 'IsNewDevice']",0.3928719048822242,0.390111145582961,0.380279375810829,1.0239165820701084,0.9634246176001022,0.9465891601019086,1721.9349822047352,1526.0211594344776,1354.9772850341058
"['TransactionAmount', 'CustomerAge', 'AccountBalance', 'TransactionHour', 'FailedLoginFlag']",0.39243321103151585,0.36032503586487735,0.3842520315487042,1.022884029111053,1.1462262747045973,0.9428575564688831,1746.7233556194565,1378.030561133309,1392.7871415477491
"['TransactionAmount', 'CustomerAge', 'AccountBalance', 'TransactionHour', 'TransactionType']",0.39243321103151585,0.36032503586487735,0.3842520315487042,1.022884029111053,1.1462262747045973,0.9428575564688831,1746.7233556194565,1378.030561133309,1392.7871415477491
